Judul yang Diuji,Run_01_ms,Run_02_ms,Run_03_ms,Run_04_ms,Run_05_ms,Run_06_ms,Run_07_ms,Run_08_ms,Run_09_ms,Run_10_ms,Run_11_ms,Run_12_ms,Run_13_ms,Run_14_ms,Run_15_ms,Run_16_ms,Run_17_ms,Run_18_ms,Run_19_ms,Run_20_ms,Run_21_ms,Run_22_ms,Run_23_ms,Run_24_ms,Run_25_ms,Run_26_ms,Run_27_ms,Run_28_ms,Run_29_ms,Run_30_ms,Rata_rata_ms
Don't Eat Your Heart Out Cookbook,8.5513,4.3292,4.2094,6.2241,4.2925,4.4003,4.1266,5.3178,4.8385,5.5241,4.634,4.3065,4.196,6.5787,4.1662,6.7556,5.6224,5.6037,4.1221,4.428,4.8881,8.7931,7.5526,4.0373,6.7621,6.1812,4.0667,4.7654,6.5029,5.2731,5.368317
Journey Through Heartsongs,10.2739,7.2359,5.817,6.1917,5.6156,8.6101,5.7396,6.2093,5.4833,16.0138,7.0531,10.2556,6.1767,8.0788,5.7903,5.3409,6.2377,6.9223,5.6357,5.519,7.5629,5.441,7.2164,9.5017,6.4131,7.0493,5.4629,8.4979,5.6175,7.6404,7.153447
In Search of Melancholy Baby,4.2415,6.143,3.1253,2.7906,2.5169,3.3189,4.1823,2.6989,2.5137,8.5371,5.1451,2.9512,2.8246,3.0222,3.9793,3.4267,2.7403,2.4829,2.6315,2.6389,6.1184,3.4782,2.6907,2.6041,3.5957,3.4158,2.5477,2.6111,6.3851,3.183,3.618023
The Genesis of Ethics,3.8973,5.1273,5.176,3.5944,3.5586,4.6762,3.5259,3.2274,3.6547,4.3772,3.3765,3.2177,4.4465,17.0011,7.5547,4.7098,4.7374,4.4209,3.513,3.7226,7.3723,3.8479,4.6011,3.9105,3.5311,3.4107,3.3305,3.507,3.365,3.3213,4.59042
All over but the Shoutin',4.6869,4.7066,4.1366,3.7919,3.5989,3.5663,3.5437,3.5151,4.6169,3.614,3.7171,3.5809,4.1015,3.8168,3.4904,3.5545,3.6599,3.5303,3.491,8.8153,5.3069,5.3376,7.8991,5.8588,6.2504,5.2802,6.1159,6.6871,6.5838,6.5037,4.778603
Oilers and Sweepers and Other Stories,7.1007,7.1251,5.6236,5.5438,7.1042,7.0854,5.2102,4.545,4.2855,4.5428,4.2495,4.2669,4.3756,6.2818,5.0259,4.3861,4.2933,4.2823,4.2273,4.7031,4.2743,4.4841,4.3132,5.2185,4.5169,5.2205,8.6378,5.5827,4.1958,4.8609,5.185427
The Emperor's New Mind,3.6011,3.3339,3.3959,4.508,3.4577,2.8451,4.0454,3.8934,4.5141,3.4259,3.1039,4.185,2.9827,4.5224,3.4215,3.1457,5.2101,3.5428,2.7814,3.192,2.9265,3.4196,4.2238,3.5582,7.6322,7.081,2.8144,3.7441,2.7875,3.6152,3.83035
Touching Fire: Erotic Writings by Women,3.0386,2.7922,3.2453,2.8952,3.0089,2.7993,3.7244,2.9619,3.0432,2.7907,4.439,2.9622,6.8101,4.5697,8.9786,2.9863,2.8908,2.8889,2.9234,3.2356,4.4701,3.6694,5.6785,4.7401,2.8972,2.9249,2.8952,3.3362,6.6299,3.3987,3.787483
Hill Rat: Blowing the Lid Off Congress,5.2003,5.1196,5.4832,5.8239,5.1754,5.6651,5.2956,5.7579,5.6293,5.1507,4.8431,4.9891,4.8669,4.7768,5.4944,6.9077,4.7568,5.4667,5.029,4.7792,5.0458,4.9334,5.267,4.8472,4.886,4.7437,8.6576,4.6521,5.7111,5.8651,5.360657
Personality of the Cat,1.2331,0.7248,1.5242,0.6908,1.4268,0.6868,1.3933,1.2437,1.202,1.0544,0.8762,1.0263,1.632,1.6911,0.7225,0.7308,0.8523,0.7313,0.7391,0.7077,0.7161,0.9951,0.8193,1.0515,0.8932,0.6949,0.7016,0.6893,0.6834,0.6957,0.960977
