Judul yang Diuji,Run_01_ms,Run_02_ms,Run_03_ms,Run_04_ms,Run_05_ms,Run_06_ms,Run_07_ms,Run_08_ms,Run_09_ms,Run_10_ms,Run_11_ms,Run_12_ms,Run_13_ms,Run_14_ms,Run_15_ms,Run_16_ms,Run_17_ms,Run_18_ms,Run_19_ms,Run_20_ms,Run_21_ms,Run_22_ms,Run_23_ms,Run_24_ms,Run_25_ms,Run_26_ms,Run_27_ms,Run_28_ms,Run_29_ms,Run_30_ms,Rata_rata_ms
Don't Eat Your Heart Out Cookbook,4.4919,3.6551,3.1176,3.7038,3.515,3.1539,3.3884,3.0928,3.571,3.2672,3.1177,3.062,3.93,3.25,3.0271,3.2071,3.0134,3.7396,3.6959,3.3359,3.2159,3.4063,3.7829,3.3531,3.8406,3.7818,5.4147,4.9346,4.4697,3.7324,3.608913
Journey Through Heartsongs,4.3552,4.3176,4.8797,4.4866,4.2819,4.3438,4.1798,4.1866,4.3368,4.1685,4.7698,6.3225,4.402,4.2699,3.9867,4.3075,4.5597,4.1138,3.8483,4.1149,3.8404,7.4628,5.1675,3.9868,3.9036,4.7585,4.2782,4.1665,4.5929,4.5117,4.496683
In Search of Melancholy Baby,1.8276,3.0966,5.6484,3.0153,3.0397,1.9304,1.7704,2.3379,2.1067,2.131,1.9914,1.763,1.7681,1.9179,1.7705,1.7481,1.7748,2.0578,3.5527,2.2322,2.849,3.0145,2.4801,2.3415,2.4582,1.9752,1.9949,1.7522,1.7029,1.6688,2.323927
The Genesis of Ethics,2.324,2.3806,2.2809,2.2366,4.0108,2.8709,2.2865,2.2493,4.106,3.4141,3.6528,3.3666,3.1966,2.8799,2.2925,2.7591,2.4037,2.4722,2.9049,2.6753,2.4245,2.4968,2.4457,2.2682,2.3311,2.5116,2.2657,2.465,3.4176,3.5237,2.763773
All over but the Shoutin',2.8828,2.9463,2.8727,2.6548,2.5754,2.6409,2.5633,3.5601,3.8749,2.573,2.5425,2.7737,2.6517,4.0404,2.5227,2.5192,2.5422,2.5411,2.5339,2.5279,2.5212,2.5303,2.5409,2.5352,4.9245,5.3968,4.0909,3.9753,3.8554,4.7694,3.11598
Oilers and Sweepers and Other Stories,3.1178,2.6792,2.6902,2.6457,2.6629,2.6791,2.7745,2.6572,2.6507,2.7083,2.6521,2.9709,2.7091,3.3202,3.4911,4.6391,3.4298,2.7828,2.8357,2.9315,2.9435,3.7,4.7343,2.7858,2.7685,2.7705,3.8643,3.9478,4.2335,4.5241,3.176673
The Emperor's New Mind,2.5541,2.2085,2.4565,2.1856,2.3343,2.761,3.1625,3.2661,2.206,2.6277,6.1418,2.105,2.1744,2.1116,2.0601,2.6045,3.1677,2.2151,2.0726,2.0345,2.0373,2.0483,2.1327,2.1677,2.0526,2.0455,2.0695,2.0994,2.0535,2.8872,2.46811
Touching Fire: Erotic Writings by Women,5.3765,2.4431,3.8547,2.1447,2.0803,2.0516,2.2932,3.4911,2.914,2.7318,2.9726,3.5512,3.5481,2.3636,2.7809,2.0518,2.1355,2.0949,2.422,2.0942,2.5694,2.8419,2.7305,3.4437,2.3047,2.1703,2.3827,2.9653,2.4792,3.2015,2.7495
Hill Rat: Blowing the Lid Off Congress,3.4782,3.5259,3.4376,5.0471,5.1538,4.935,4.3291,4.7254,3.7496,3.9362,3.3265,3.6062,3.4744,3.2945,3.7814,4.2944,3.7645,5.1775,3.9072,3.3431,3.3196,3.3021,3.4051,3.2453,3.3207,3.2634,3.2178,3.4522,3.6535,3.5901,3.801913
Personality of the Cat,0.494,0.489,0.4872,0.6723,0.5299,0.4964,0.513,0.4908,0.5321,0.5686,0.5098,0.4925,0.4895,0.4892,0.4868,0.4886,0.4854,0.4854,0.4833,0.5057,0.6696,0.5397,0.4729,0.5012,0.4771,0.4669,0.4618,0.5978,0.6349,0.4929,0.51681
